event_id,customer_id,event_ts,event_type,order_id,source
evt_000033,1145.0,2026-07-02T09:29:00+00:00,purchase,50636,android
evt_000034,1060.0,2026-07-29T01:37:00+00:00,view_product,,android
evt_000035,1043.0,2026-07-03T19:00:00+00:00,checkout_started,,web
evt_000036,1061.0,2026-07-11T20:15:00+00:00,view_product,,web
evt_000037,1003.0,2026-08-04T14:25:00+00:00,checkout_started,,web
evt_000038,1207.0,2026-07-24T05:11:00+00:00,view_product,,web
evt_000039,1057.0,2026-07-22T05:36:00+00:00,checkout_started,,ios
evt_000040,1177.0,2026-07-31T13:58:00+00:00,add_to_cart,,web
evt_000041,1097.0,2026-07-30T07:36:00+00:00,view_product,,ios
evt_000042,1076.0,2026-08-03T16:28:00+00:00,view_product,,web
evt_000043,1051.0,2026-07-26T06:43:00+00:00,view_product,,web
evt_000044,1182.0,2026-07-18T01:13:00+00:00,view_product,,web
evt_000045,1114.0,2026-07-05T23:09:00+00:00,View_Product,50650,android
evt_000046,1100.0,2026-07-15T01:13:00+00:00,view_product,,web
evt_000047,1146.0,2026-07-27T19:10:00+00:00,add_to_cart,,web
evt_000048,1178.0,2026-07-10T15:08:00+00:00,view_product,,web
evt_000049,1145.0,2026-07-26T11:55:00+00:00,view_product,,android
evt_000050,1104.0,2026-07-06T01:40:00+00:00,purchase,51418,web
evt_000051,1198.0,2026-07-03T07:05:00+00:00,view_product,,ios
evt_000052,1198.0,2026-07-14T20:48:00+00:00,view_product,,web
evt_000053,1214.0,2026-07-09T17:38:00+00:00,view_product,,web
evt_000054,1021.0,2026-08-03T03:14:00+00:00,view_product,,ios
evt_000055,1197.0,2026-07-15T08:59:00+00:00,view_product,,ios
evt_000056,1043.0,2026-07-16T21:57:00+00:00,add_to_cart,,ios
evt_000057,1138.0,2026-07-16T07:59:00+00:00,view_product,,web
evt_000058,1146.0,2026-07-13T01:22:00+00:00,add_to_cart,,android
evt_000059,1046.0,2026-08-04T20:57:00+00:00,add_to_cart,,web
evt_000060,1002.0,2026-07-29T02:05:00+00:00,view_product,,android
evt_000061,1209.0,2026-07-07T00:52:00+00:00,view_product,,web
evt_000062,1197.0,2026-07-09T04:36:00+00:00,view_product,,web
evt_000063,1039.0,2026-07-04T01:52:00+00:00,add_to_cart,,web
evt_000064,1133.0,2026-07-10T17:44:00+00:00,view_product,,ios
evt_000065,1034.0,2026-07-25T22:47:00+00:00,view_product,,ios
evt_000066,1126.0,2026-08-05T13:32:00+00:00,view_product,,web
evt_000067,1071.0,2026-07-19T07:15:00+00:00,view_product,,web
evt_000068,1167.0,2026-07-04T02:24:00+00:00,add_to_cart,,web
evt_000069,1127.0,2026-07-02T19:12:00+00:00,view_product,,web
evt_000070,1111.0,2026-07-16T18:08:00+00:00,view_product,,android
evt_000071,1151.0,2026-07-11T01:23:00+00:00,view_product,,web
evt_000072,1106.0,2026-07-22T21:59:00+00:00,add_to_cart,,web
evt_000073,1003.0,2026-07-05T11:52:00+00:00,add_to_cart,,web
evt_000074,1132.0,2026-07-09T17:59:00+00:00,view_product,,web
evt_000075,1172.0,2026-07-22T02:55:00+00:00,view_product,,android
evt_000076,1109.0,2026-07-11T16:17:00+00:00,add_to_cart,,web
evt_000077,1039.0,2026-07-14T20:36:00+00:00,view_product,,android
evt_000078,1002.0,2026-07-09T10:19:00+00:00,view_product,,ios
evt_000079,1066.0,2026-07-02T22:58:00+00:00,view_product,,web
evt_000080,1170.0,2026-07-14T02:48:00+00:00,view_product,,web
evt_000081,1072.0,2026-07-13T12:42:00+00:00,view_product,,ios
evt_000082,1212.0,2026-08-04T03:26:00+00:00,view_product,,ios
evt_000083,1074.0,2026-08-03T22:09:00+00:00,view_product,,web
evt_000084,1095.0,2026-07-17T09:36:00+00:00,view_product,,android
evt_000085,1169.0,2026-07-11T22:38:00+00:00,view_product,,web
evt_000086,1136.0,2026-07-16T21:03:00+00:00,view_product,,web
evt_000087,1010.0,2026-07-24T02:24:00+00:00,view_product,,web
evt_000088,1017.0,2026-07-15T16:33:00+00:00,view_product,,ios
evt_000089,1044.0,2026-07-29T17:36:00+00:00,add_to_cart,,web
evt_000090,1193.0,2026-08-06T15:16:00+00:00,purchase,50684,web
evt_000091,1005.0,2026-07-16T07:51:00+00:00,view_product,,
evt_000092,1016.0,2026-07-05T10:58:00+00:00,view_product,,web
evt_000093,1173.0,2026-07-05T14:10:00+00:00,view_product,,web
evt_000094,1138.0,2026-08-03T03:09:00+00:00,checkout_started,,android
evt_000095,1218.0,2026-07-16T19:28:00+00:00,view_product,,web
evt_000096,1049.0,2026-07-13T10:22:00+00:00,view_product,,android
evt_000097,1146.0,2026-07-24T12:53:00+00:00,add_to_cart,,ios
evt_000098,1030.0,2026-08-06T08:20:00+00:00,view_product,,ios
evt_000099,1131.0,2026-07-17T03:17:00+00:00,view_product,,android
evt_000100,1024.0,2026-07-12T23:29:00+00:00,view_product,,web
evt_000101,1201.0,2026-08-02T18:48:00+00:00,add_to_cart,,web
evt_000102,1092.0,2026-07-04T03:34:00+00:00,add_to_cart,,web
evt_000103,1057.0,2026-08-02T01:58:00+00:00,view_product,,web
evt_000104,1218.0,2026-07-20T18:16:00+00:00,add_to_cart,,web
evt_000105,1015.0,2026-07-01T18:23:00+00:00,view_product,,ios
evt_000106,1177.0,2026-07-09T15:48:00+00:00,view_product,,android
evt_000107,1113.0,2026-07-26T19:27:00+00:00,checkout_started,,web
evt_000108,1152.0,2026-07-29T14:43:00+00:00,add_to_cart,,ios
evt_000109,1058.0,2026-07-08T10:24:00+00:00,purchase,50908,web
evt_000110,1195.0,2026-07-25T23:27:00+00:00,add_to_cart,,web
evt_000111,1100.0,2026-08-07T14:12:00+00:00,view_product,,web
evt_000112,1093.0,2026-07-27T02:03:00+00:00,view_product,,ios
evt_000113,1101.0,2026-07-27T16:38:00+00:00,view_product,,web
evt_000114,1066.0,2026-07-08T08:27:00+00:00,view_product,,web
evt_000115,1071.0,2026-07-25T05:23:00+00:00,view_product,,web
evt_000116,1031.0,2026-07-27T22:16:00+00:00,view_product,,web
evt_000117,1108.0,2026-07-05T04:54:00+00:00,view_product,,android
evt_000118,1105.0,2026-07-12T19:56:00+00:00,checkout_started,,web
evt_000119,1085.0,2026-08-03T12:55:00+00:00,view_product,,ios
evt_000120,1218.0,2026-08-07T22:47:00+00:00,view_product,,ios
evt_000121,1025.0,2026-07-07T13:57:00+00:00,add_to_cart,,web
evt_000122,1202.0,2026-07-28T19:22:00+00:00,view_product,,web
evt_000123,1192.0,2026-07-20T01:28:00+00:00,view_product,,android
evt_000124,1005.0,2026-07-23T10:27:00+00:00,view_product,,web
evt_000125,1155.0,2026-07-20T09:57:00+00:00,add_to_cart,,web
evt_000126,1047.0,2026-08-02T22:48:00+00:00,checkout_started,,android
evt_000127,1010.0,2026-07-17T21:56:00+00:00,view_product,,android
evt_000128,1191.0,2026-07-23T09:27:00+00:00,view_product,,ios
evt_000129,1026.0,2026-07-26T10:22:00+00:00,view_product,,android
evt_000130,1067.0,2026-07-22T00:06:00+00:00,view_product,,web
evt_000131,1022.0,2026-08-03T10:13:00+00:00,add_to_cart,,ios
evt_000132,1032.0,2026-07-10T00:25:00+00:00,add_to_cart,,web
evt_000133,1014.0,2026-08-06T00:34:00+00:00,add_to_cart,,android
evt_000134,1187.0,2026-07-26T18:26:00+00:00,purchase,50133,web
evt_000135,1014.0,2026-08-06T11:34:00+00:00,view_product,,web
evt_000136,1168.0,2026-07-15T05:40:00+00:00,checkout_started,,web
evt_000137,1035.0,2026-07-19T04:42:00+00:00,add_to_cart,,ios
evt_000138,1203.0,2026-07-02T15:17:00+00:00,view_product,,web
evt_000139,1188.0,2026-08-05T02:40:00+00:00,add_to_cart,,ios
evt_000140,1140.0,2026-08-01T00:14:00+00:00,add_to_cart,,web
evt_000141,1184.0,2026-07-12T06:13:00+00:00,purchase,50628,web
evt_000142,1066.0,2026-07-02T23:18:00+00:00,view_product,,web
evt_000143,1174.0,2026-07-27T11:31:00+00:00,view_product,,web
evt_000144,1049.0,2026-07-26T13:08:00+00:00,checkout_started,,ios
evt_000145,1136.0,2026-07-21T01:14:00+00:00,view_product,,android
evt_000146,1204.0,2026-07-06T22:55:00+00:00,add_to_cart,,ios
evt_000147,1160.0,2026-08-04T21:34:00+00:00,view_product,,web
evt_000148,1060.0,2026-07-17T10:30:00+00:00,view_product,,web
evt_000149,1164.0,2026-07-28T12:48:00+00:00,view_product,,android
evt_000150,1196.0,2026-08-02T15:29:00+00:00,add_to_cart,,ios
evt_000151,1197.0,2026-07-21T20:04:00+00:00,view_product,,android
evt_000152,1164.0,2026-07-04T14:06:00+00:00,add_to_cart,,web
evt_000153,1162.0,2026-08-03T17:35:00+00:00,add_to_cart,,ios
evt_000154,1174.0,2026-07-26T08:26:00+00:00,add_to_cart,,web
evt_000155,1163.0,2026-08-03T23:40:00+00:00,view_product,,ios
evt_000156,,2026-07-24T06:42:00+00:00,view_product,,android
evt_000157,1178.0,2026-08-04T11:35:00+00:00,add_to_cart,,android
evt_000158,1040.0,2026-08-02T23:11:00+00:00,view_product,,web
evt_000159,1123.0,2026-07-09T04:39:00+00:00,view_product,,android
evt_000160,1076.0,2026-07-07T13:32:00+00:00,purchase,50455,web
evt_000161,1048.0,2026-07-07T02:07:00+00:00,view_product,,web
evt_000162,1063.0,2026-07-31T09:24:00+00:00,view_product,,ios
evt_000163,1019.0,2026-07-10T03:13:00+00:00,purchase,50798,web
evt_000164,1098.0,2026-07-18T02:30:00+00:00,view_product,,web
evt_000165,1093.0,2026-07-30T22:38:00+00:00,view_product,,ios
evt_000166,1090.0,2026-07-17T06:55:00+00:00,view_product,,ios
evt_000167,1021.0,2026-07-03T08:24:00+00:00,add_to_cart,,ios
evt_000168,1135.0,2026-07-14T17:56:00+00:00,checkout_started,,web
evt_000169,1038.0,2026-07-04T14:15:00+00:00,add_to_cart,,ios
evt_000170,1190.0,2026-07-15T15:38:00+00:00,purchase,51438,web
evt_000171,1006.0,2026-07-28T23:53:00+00:00,view_product,,web
evt_000172,1013.0,2026-07-20T18:12:00+00:00,view_product,,web
evt_000173,1067.0,2026-07-26T15:29:00+00:00,view_product,,ios
evt_000174,1091.0,2026-07-05T01:24:00+00:00,checkout_started,,web
evt_000175,1215.0,2026-07-29T12:07:00+00:00,purchase,51494,web
evt_000176,1117.0,2026-07-17T03:39:00+00:00,view_product,,android
evt_000177,1084.0,2026-07-11T21:44:00+00:00,checkout_started,,android
evt_000178,1186.0,2026-07-25T18:36:00+00:00,add_to_cart,,ios
evt_000179,1054.0,2026-07-06T02:58:00+00:00,view_product,,android
evt_000180,1199.0,2026-07-19T22:21:00+00:00,view_product,,android
evt_000181,1090.0,2026-07-17T01:01:00+00:00,purchase,50460,web
evt_000182,1070.0,2026-07-07T07:14:00+00:00,view_product,,web
evt_000183,1067.0,2026-08-06T04:24:00+00:00,view_product,,ios
evt_000184,1003.0,2026-07-14T19:06:00+00:00,purchase,50982,android
evt_000185,1149.0,2026-07-02T13:10:00+00:00,view_product,,ios
evt_000186,1128.0,2026-07-17T19:58:00+00:00,view_product,,web
evt_000187,1141.0,2026-08-06T17:35:00+00:00,add_to_cart,,android
evt_000188,1145.0,2026-07-26T10:00:00+00:00,view_product,,ios
evt_000189,1007.0,2026-07-25T04:42:00+00:00,view_product,,web
evt_000190,1194.0,2026-08-04T05:29:00+00:00,view_product,,android
evt_000191,1114.0,2026-07-04T04:31:00+00:00,checkout_started,,ios
evt_000192,1153.0,2026-07-21T21:56:00+00:00,view_product,,android
evt_000193,1009.0,2026-07-13T04:35:00+00:00,add_to_cart,,android
evt_000194,1169.0,2026-07-26T16:50:00+00:00,checkout_started,,web
evt_000195,1150.0,2026-08-02T09:41:00+00:00,view_product,,ios
evt_000196,1082.0,2026-07-03T22:23:00+00:00,checkout_started,,web
evt_000197,1207.0,2026-07-07T00:15:00+00:00,add_to_cart,,android
evt_000198,1144.0,2026-08-06T06:28:00+00:00,purchase,51527,android
evt_000199,1201.0,2026-07-19T16:40:00+00:00,view_product,,android
evt_000200,1182.0,2026-07-12T23:28:00+00:00,view_product,,ios
evt_000201,1046.0,2026-07-06T18:50:00+00:00,add_to_cart,,android
evt_000202,999999.0,2026-07-14T11:06:00+00:00,purchase,50367,web
evt_000203,1165.0,2026-07-01T04:33:00+00:00,purchase,50702,web
evt_000204,1042.0,2026-07-09T11:13:00+00:00,view_product,,web
evt_000205,1176.0,2026-07-07T22:54:00+00:00,view_product,,android
evt_000206,1095.0,2026-07-04T05:13:00+00:00,view_product,,ios
evt_000207,1192.0,2026-08-06T19:45:00+00:00,add_to_cart,,ios
evt_000208,1039.0,2026-07-31T00:31:00+00:00,checkout_started,,web
evt_000209,1058.0,2026-08-05T17:37:00+00:00,add_to_cart,,ios
evt_000210,1077.0,2026-07-10T03:19:00+00:00,view_product,,web
evt_000211,1100.0,2026-07-11T23:02:00+00:00,purchase,50801,android
evt_000212,1140.0,2026-07-11T17:48:00+00:00,view_product,,android
evt_000213,1049.0,2026-07-22T05:21:00+00:00,view_product,,web
evt_000214,1156.0,2026-07-07T21:47:00+00:00,view_product,,android
evt_000215,1006.0,2026-07-09T22:45:00+00:00,view_product,,web
evt_000216,1074.0,2026-08-07T01:05:00+00:00,add_to_cart,,web
evt_000217,1146.0,2026-07-14T09:10:00+00:00,view_product,,ios
evt_000218,1059.0,2026-07-30T16:18:00+00:00,view_product,,ios
evt_000219,1096.0,2026-07-09T16:48:00+00:00,view_product,,web
evt_000220,1134.0,2026-08-05T08:04:00+00:00,view_product,,web
evt_000221,1055.0,2026-07-27T08:46:00+00:00,add_to_cart,,web
evt_000222,1214.0,2026-08-02T17:53:00+00:00,view_product,,web
evt_000223,1188.0,2026-07-20T14:55:00+00:00,view_product,,web
evt_000224,1215.0,2026-08-04T10:32:00+00:00,view_product,,web
evt_000225,1110.0,2026-07-14T18:44:00+00:00,add_to_cart,,android
evt_000226,1076.0,2026-07-19T04:52:00+00:00,view_product,,web
evt_000227,1220.0,2026-07-03T08:09:00+00:00,view_product,,web
evt_000228,1161.0,2026-07-07T11:32:00+00:00,view_product,,web
evt_000229,1176.0,2026-07-30T07:19:00+00:00,view_product,,web
evt_000230,1041.0,2026-07-13T10:06:00+00:00,view_product,,ios
evt_000231,1193.0,2026-07-04T21:01:00+00:00,view_product,,web
evt_000232,1117.0,2026-07-12T02:42:00+00:00,add_to_cart,,web
evt_000233,1171.0,2026-07-14T09:45:00+00:00,view_product,,android
evt_000234,1183.0,2026-07-28T06:01:00+00:00,view_product,,android
evt_000235,1024.0,2026-07-04T10:32:00+00:00,purchase,50006,web
evt_000236,1022.0,2026-07-01T23:24:00+00:00,view_product,,web
evt_000237,1015.0,2026-07-28T12:23:00+00:00,view_product,,android
evt_000238,1143.0,2026-07-06T09:32:00+00:00,view_product,,ios
evt_000239,1203.0,2026-07-16T22:43:00+00:00,view_product,,android
evt_000240,1007.0,2026-07-26T22:47:00+00:00,view_product,,web
evt_000241,1031.0,2026-07-20T12:54:00+00:00,checkout_started,,ios
evt_000242,1108.0,2026-07-05T16:34:00+00:00,view_product,,web
evt_000243,1087.0,2026-07-28T10:37:00+00:00,add_to_cart,,web
evt_000244,1023.0,2026-07-02T20:02:00+00:00,purchase,50746,ios
evt_000245,1135.0,2026-07-09T19:52:00+00:00,view_product,,ios
evt_000246,1201.0,2026-07-05T03:36:00+00:00,add_to_cart,,web
evt_000247,1047.0,2026-07-20T11:29:00+00:00,view_product,,web
evt_000248,1001.0,2026-07-27T05:53:00+00:00,view_product,,ios
evt_000249,1050.0,2026-07-25T16:42:00+00:00,checkout_started,,web
evt_000250,1041.0,2026-07-06T07:03:00+00:00,view_product,,web
evt_000251,1104.0,2026-07-14T01:08:00+00:00,purchase,50195,web
evt_000252,1024.0,2026-07-06T13:25:00+00:00,view_product,,web
evt_000253,1080.0,2026-07-14T00:32:00+00:00,view_product,,android
evt_000254,1027.0,2026-07-09T18:02:00+00:00,view_product,,web
evt_000255,1150.0,2026-07-29T03:14:00+00:00,view_product,,web
evt_000256,1104.0,2026-07-29T12:49:00+00:00,view_product,,ios
evt_000257,1017.0,2026-08-01T02:22:00+00:00,view_product,,web
evt_000258,1010.0,2026-07-08T14:43:00+00:00,view_product,,ios
evt_000259,1109.0,2026-07-01T12:18:00+00:00,view_product,,web
evt_000260,1131.0,2026-07-02T08:15:00+00:00,purchase,50497,android
evt_000261,1039.0,2026-08-02T01:15:00+00:00,view_product,,android
evt_000262,1072.0,2026-08-04T10:08:00+00:00,view_product,,android
evt_000263,1135.0,2026-07-09T01:07:00+00:00,add_to_cart,,web
evt_000264,1105.0,2026-08-03T07:12:00+00:00,add_to_cart,,android
evt_000265,1026.0,2026-07-21T03:07:00+00:00,checkout_started,,ios
evt_000266,1087.0,2026-07-08T00:33:00+00:00,purchase,50185,web
evt_000267,1044.0,2026-07-12T21:23:00+00:00,view_product,,web
evt_000268,1205.0,2026-07-11T01:59:00+00:00,view_product,,web
evt_000269,1178.0,2026-07-30T00:25:00+00:00,add_to_cart,,web
evt_000270,1069.0,2026-07-08T03:57:00+00:00,view_product,,web
evt_000271,1052.0,2026-07-07T22:57:00+00:00,add_to_cart,,android
evt_000272,1030.0,2026-07-28T08:12:00+00:00,view_product,,android
evt_000273,1163.0,2026-07-12T11:36:00+00:00,checkout_started,,web
evt_000274,1203.0,2026-07-10T12:00:00+00:00,add_to_cart,,android
evt_000275,1061.0,2026-07-31T16:42:00+00:00,view_product,,ios
evt_000276,1142.0,2026-08-05T09:28:00+00:00,view_product,,web
evt_000277,1052.0,2026-07-22T02:29:00+00:00,purchase,51179,android
evt_000278,1203.0,2026-08-01T10:48:00+00:00,add_to_cart,,ios
evt_000279,1067.0,2026-08-01T23:14:00+00:00,add_to_cart,,ios
evt_000280,1022.0,2026-07-23T08:37:00+00:00,checkout_started,,web
evt_000281,1195.0,2026-08-01T12:41:00+00:00,view_product,,web
evt_000282,1209.0,2026-07-01T08:09:00+00:00,view_product,,android
evt_000283,1088.0,2026-07-02T08:12:00+00:00,view_product,,web
evt_000284,1201.0,2026-08-03T13:54:00+00:00,add_to_cart,,web
evt_000285,1054.0,2026-07-06T08:04:00+00:00,add_to_cart,,web
evt_000286,1060.0,2026-07-28T15:43:00+00:00,view_product,,web
evt_000287,1119.0,2026-07-16T23:09:00+00:00,purchase,51336,web
evt_000288,1133.0,2026-07-30T22:34:00+00:00,view_product,,android
evt_000289,1086.0,2026-07-26T06:40:00+00:00,add_to_cart,,web
evt_000290,1177.0,2026-07-03T17:30:00+00:00,view_product,,android
evt_000291,1175.0,2026-07-13T19:11:00+00:00,view_product,,ios
evt_000292,1027.0,2026-07-27T22:12:00+00:00,view_product,,web
evt_000293,1219.0,2026-08-05T00:27:00+00:00,add_to_cart,,web
evt_000294,1036.0,2026-07-31T13:47:00+00:00,add_to_cart,,web
evt_000295,1117.0,2026-08-03T21:22:00+00:00,view_product,,android
evt_000296,1094.0,2026-08-06T08:27:00+00:00,view_product,,ios
evt_000297,1100.0,2026-08-03T23:31:00+00:00,view_product,,web
evt_000298,1029.0,2026-07-23T01:23:00+00:00,view_product,,android
evt_000299,1076.0,2026-07-13T18:33:00+00:00,view_product,,android
evt_000300,1007.0,2026-07-20T07:20:00+00:00,view_product,,web
evt_000301,1216.0,2026-07-31T05:40:00+00:00,checkout_started,,ios
evt_000302,1032.0,2026-07-17T03:57:00+00:00,add_to_cart,,android
evt_000303,1107.0,2026-08-01T13:42:00+00:00,view_product,,android
evt_000304,1048.0,2026-07-27T15:34:00+00:00,add_to_cart,,web
evt_000305,1040.0,2026-07-08T22:53:00+00:00,view_product,,web
evt_000306,1087.0,2026-08-04T23:47:00+00:00,purchase,50430,web
evt_000307,1215.0,2026-08-02T03:47:00+00:00,view_product,,web
evt_000308,1106.0,2026-07-23T18:58:00+00:00,view_product,,web
evt_000309,1213.0,2026-07-08T09:01:00+00:00,add_to_cart,,ios
evt_000310,1183.0,2026-07-09T15:16:00+00:00,view_product,,web
evt_000311,1097.0,2026-08-01T21:34:00+00:00,checkout_started,,web
evt_000312,1200.0,2026-07-01T16:01:00+00:00,purchase,50065,ios
evt_000313,1077.0,2026-07-19T09:03:00+00:00,add_to_cart,,web
evt_000314,1111.0,2026-07-24T12:37:00+00:00,view_product,,web
evt_000315,1151.0,2026-07-09T20:02:00+00:00,view_product,,android
evt_000316,1131.0,2026-08-02T20:30:00+00:00,view_product,,android
evt_000317,1184.0,2026-07-20T20:21:00+00:00,view_product,,web
evt_000318,1037.0,2026-07-03T12:10:00+00:00,purchase,50789,android
evt_000319,1111.0,2026-07-13T03:59:00+00:00,view_product,,android
evt_000320,1147.0,2026-07-16T02:35:00+00:00,view_product,,ios
evt_000321,1074.0,2026-07-09T11:11:00+00:00,view_product,,android
evt_000322,1192.0,2026-08-05T17:19:00+00:00,purchase,50184,web
evt_000323,1067.0,2026-07-14T16:46:00+00:00,purchase,50706,web
evt_000324,1067.0,2026-07-20T01:31:00+00:00,view_product,,android
evt_000325,1073.0,2026-07-21T08:09:00+00:00,view_product,,web
evt_000326,1150.0,2026-07-09T09:14:00+00:00,add_to_cart,,web
evt_000327,1027.0,2026-07-22T13:56:00+00:00,view_product,,web
evt_000328,1032.0,2026-07-14T10:32:00+00:00,purchase,50871,web
evt_000329,1173.0,2026-07-01T09:24:00+00:00,checkout_started,,web
evt_000330,1046.0,2026-07-16T12:13:00+00:00,add_to_cart,,web
evt_000331,1024.0,2026-07-23T04:27:00+00:00,view_product,,android
evt_000332,1059.0,2026-07-05T10:58:00+00:00,add_to_cart,,web
evt_000333,1089.0,2026-07-30T14:47:00+00:00,purchase,50747,android
evt_000334,1008.0,2026-07-26T02:38:00+00:00,view_product,,web
evt_000335,1185.0,2026-07-12T18:41:00+00:00,checkout_started,,web
evt_000336,1026.0,2026-07-23T12:03:00+00:00,view_product,,android
evt_000337,1090.0,2026-07-12T12:56:00+00:00,purchase,50836,web
evt_000338,1045.0,2026-07-25T14:43:00+00:00,add_to_cart,,web
evt_000339,1066.0,2026-07-06T20:23:00+00:00,view_product,,android
evt_000340,1011.0,2026-07-24T05:02:00+00:00,view_product,,web
evt_000341,1210.0,2026-07-03T02:14:00+00:00,view_product,,web
evt_000342,1208.0,2026-07-01T15:12:00+00:00,view_product,,android
evt_000343,1028.0,2026-07-10T15:55:00+00:00,checkout_started,,web
evt_000344,1044.0,2026-07-07T15:06:00+00:00,view_product,,ios
evt_000345,1196.0,2026-07-19T15:32:00+00:00,purchase,50907,web
evt_000346,1092.0,2026-07-07T07:00:00+00:00,view_product,,web
evt_000347,1014.0,2026-07-10T06:56:00+00:00,add_to_cart,,web
evt_000348,1031.0,2026-07-04T17:19:00+00:00,purchase,50262,ios
evt_000349,1092.0,2026-08-03T16:51:00+00:00,add_to_cart,,web
evt_000350,1124.0,2026-07-28T22:45:00+00:00,checkout_started,,android
evt_000351,1140.0,2026-07-09T06:30:00+00:00,purchase,51094,android
evt_000352,1034.0,2026-07-05T13:33:00+00:00,add_to_cart,,web
evt_000353,1082.0,2026-08-02T07:25:00+00:00,add_to_cart,,web
evt_000354,1058.0,2026-07-26T09:23:00+00:00,view_product,,ios
evt_000355,1119.0,2026-08-03T15:53:00+00:00,view_product,,ios
evt_000356,1072.0,2026-07-07T18:41:00+00:00,view_product,,web
evt_000357,1046.0,2026-07-14T15:12:00+00:00,checkout_started,,android
evt_000358,1181.0,2026-07-05T11:53:00+00:00,add_to_cart,,web
evt_000359,1126.0,2026-07-17T02:05:00+00:00,view_product,,android
evt_000360,1105.0,2026-07-07T04:13:00+00:00,purchase,51070,android
evt_000361,1030.0,2026-07-01T03:47:00+00:00,view_product,,web
evt_000362,1016.0,2026-07-20T07:39:00+00:00,purchase,50229,web
evt_000363,1176.0,2026-08-07T04:54:00+00:00,view_product,,web
evt_000364,1215.0,2026-07-25T12:40:00+00:00,view_product,,web
evt_000365,1130.0,2026-07-29T18:19:00+00:00,add_to_cart,,android
evt_000366,1009.0,2026-07-31T20:28:00+00:00,view_product,,web
evt_000367,1107.0,2026-08-06T22:39:00+00:00,add_to_cart,,ios
evt_000368,1062.0,2026-07-05T21:14:00+00:00,add_to_cart,,android
evt_000369,1013.0,2026-07-10T12:41:00+00:00,checkout_started,,android
evt_000370,1032.0,2026-07-24T09:57:00+00:00,view_product,,web
evt_000371,1111.0,2026-08-01T04:47:00+00:00,view_product,,android
evt_000372,1095.0,2026-07-30T09:44:00+00:00,view_product,,web
evt_000373,1125.0,2026-07-28T15:36:00+00:00,view_product,,web
evt_000374,1154.0,2026-07-12T20:54:00+00:00,view_product,,web
evt_000375,1059.0,2026-07-14T20:43:00+00:00,view_product,,ios
evt_000376,1064.0,2026-07-04T00:42:00+00:00,checkout_started,,web
evt_000377,1150.0,2026-07-12T22:16:00+00:00,purchase,50695,web
evt_000378,1044.0,2026-07-06T22:13:00+00:00,checkout_started,,web
evt_000379,1017.0,2026-08-05T15:35:00+00:00,view_product,,android
evt_000380,1189.0,2026-07-04T11:30:00+00:00,view_product,,ios
evt_000381,1047.0,2026-07-14T19:25:00+00:00,view_product,,ios
evt_000382,1027.0,2026-08-03T17:08:00+00:00,view_product,,ios
evt_000383,1163.0,2026-08-06T07:43:00+00:00,view_product,,web
evt_000384,1118.0,2026-07-15T07:33:00+00:00,purchase,50462,web
evt_000385,1033.0,2026-07-18T16:27:00+00:00,add_to_cart,,web
